Prefix	DIV	BioProject	BioSample	Organism	# of Contigs	Total length of Contigs, b	Has annotated Contigs	# of Scaffolds	Scaffolds range	Has annotated Scaffolds	# of Proteins	Genome range	Update date	Create date	Status
JWLK01	BCT	PRJNA269051	SAMN03246067	RUEGERIA SP. ANG-S4	20	4538199	yes	0		no	4189		2015-01-02 00:00:00	2015-01-02 00:00:00	1
JWPW01	BCT	PRJNA269999	SAMN03261527	CHROMOBACTERIUM VIOLACEUM	89	4870669	no	0		no	0		2014-12-31 00:00:00	2014-12-31 00:00:00	1
JWJQ01	BCT	PRJNA270277	SAMN03265385	AEROMONAS HYDROPHILA	70	4682779	no	0		no	0		2015-01-02 00:00:00	2015-01-02 00:00:00	1
JWJV01	BCT	PRJNA270287	SAMN03265390	LECLERCIA ADECARBOXYLATA	61	4981567	no	0		no	0		2015-01-02 00:00:00	2015-01-02 00:00:00	1
JWKI01	BCT	PRJNA269666	SAMN03256243	ESCHERICHIA COLI	221	4831273	no	0		no	0		2014-12-31 00:00:00	2014-12-31 00:00:00	1
JUGP01	BCT	PRJNA247537	SAMN02787075	CHRYSEOBACTERIUM SP. YR477	12	5003855	no	2	KN549099:KN549100	no	0		2014-12-09 00:00:00	2014-12-09 00:00:00	1
JWYF02	BCT	PRJNA262565	SAMN03084741	ACINETOBACTER BAUMANNII	142	4025594	yes	0		no	3784		2015-03-11 00:00:00	2015-03-11 00:00:00	1
JWYK02	BCT	PRJNA262565	SAMN03084736	ACINETOBACTER BAUMANNII	54	4007789	yes	0		no	3702		2015-03-11 00:00:00	2015-03-11 00:00:00	1
JWZD01	BCT	PRJNA266657	SAMN03177654	ESCHERICHIA COLI	267	5230726	yes	0		no	5099		2015-01-16 00:00:00	2015-01-16 00:00:00	1
JWWY02	BCT	PRJNA262565	SAMN03084774	ACINETOBACTER BAUMANNII	103	4038041	yes	0		no	3812		2015-03-11 00:00:00	2015-03-11 00:00:00	1
JWXB02	BCT	PRJNA262565	SAMN03084771	ACINETOBACTER BAUMANNII	141	4021461	yes	0		no	3794		2015-03-11 00:00:00	2015-03-11 00:00:00	1
JWXK02	BCT	PRJNA262565	SAMN03084762	ACINETOBACTER BAUMANNII	95	3836054	yes	0		no	3588		2015-03-11 00:00:00	2015-03-11 00:00:00	1
JWXN02	BCT	PRJNA262565	SAMN03084759	ACINETOBACTER BAUMANNII	91	4047444	yes	0		no	3837		2015-03-11 00:00:00	2015-03-11 00:00:00	1
JYCW01	BCT	PRJNA274878	SAMN03333220	PAENIBACILLUS POLYMYXA	102	5670590	yes	45	KQ004561:KQ004605	no	4792		2015-03-18 00:00:00	2015-03-18 00:00:00	1
JXVX01	BCT	PRJNA273275	SAMN03292338	ESCHERICHIA COLI	187	5145811	no	0		no	0		2015-03-06 00:00:00	2015-03-06 00:00:00	1
JXWH01	BCT	PRJNA273275	SAMN03292348	ESCHERICHIA COLI	80	4968625	no	0		no	0		2015-03-06 00:00:00	2015-03-06 00:00:00	1
JXXC01	INV	PRJNA248827	SAMN02803810	ANOPHELES FARAUTI	27543	161383639	no	0		no	0		2015-03-19 00:00:00	2015-03-19 00:00:00	1
JXUW01	BCT	PRJNA273882	SAMN03299411	FERRIMICROBIUM ACIDIPHILUM DSM 19497	68	3088654	yes	0		no	3003		2015-03-06 00:00:00	2015-03-06 00:00:00	1
JXIB01	BCT	PRJNA268548	SAMN03219994	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS	142	2924114	yes	1	CM003171:CM003171	no	2883		2015-02-20 00:00:00	2015-02-19 00:00:00	1
JXQY01	BCT	PRJNA270653	SAMN03267960	PSEUDOMONAS FLUORESCENS	58	5914240	yes	0		no	5046		2015-02-09 00:00:00	2015-02-09 00:00:00	1
JXRE01	BCT	PRJNA273553	SAMN03294311	ESCHERICHIA COLI	11	4500793	no	0		no	0		2015-03-10 00:00:00	2015-02-09 00:00:00	1
JXMA01	BCT	PRJNA272685	SAMN03284974	HAEMOPHILUS INFLUENZAE	21	1843569	yes	0		no	1707		2015-02-09 00:00:00	2015-02-09 00:00:00	1
JXOB01	BCT	PRJNA272947	SAMN03287942	STAPHYLOCOCCUS AUREUS	62	2749496	yes	0		no	2694		2015-02-12 00:00:00	2015-02-12 00:00:00	1
JYIB01	BCT	PRJNA218110	SAMN03333487	ESCHERICHIA COLI	296	4939743	yes	0		no	4826		2015-03-02 00:00:00	2015-03-02 00:00:00	1
JYBE01	BCT	PRJNA237995	SAMN03320103	STREPTOMYCES GRISEUS	176	7628220	yes	0		no	6930		2015-02-24 00:00:00	2015-02-24 00:00:00	1
JYBH01	BCT	PRJNA272882	SAMN03287948	BURKHOLDERIA PSEUDOMALLEI	98	7356204	yes	0		no	6150		2015-02-24 00:00:00	2015-02-24 00:00:00	1
JYFL01	BCT	PRJNA274664	SAMN03329209	BACILLUS SUBTILIS	36	4175764	yes	0		no	4233		2015-02-24 00:00:00	2015-02-24 00:00:00	1
JYFO01	BCT	PRJNA269212	SAMN03253057	STAPHYLOCOCCUS AUREUS	66	2883803	yes	0		no	2847		2015-02-24 00:00:00	2015-02-24 00:00:00	1
JYGD01	PLN	PRJNA274176	SAMN03323356	DACTYLONECTRIA MACRODIDYMA	911	57996413	no	0		no	0		2015-03-02 00:00:00	2015-03-02 00:00:00	1
JYGH01	BCT	PRJNA248940	SAMN02808187	BACILLUS AMYLOLIQUEFACIENS SUBSP. PLANTARUM	30	4111403	no	0		no	0		2015-02-26 00:00:00	2015-02-26 00:00:00	1
JYCC01	PLN	PRJNA76691	SAMN03176943	CAPRONIA SEMIIMMERSA	73	31608279	no	13	KN846956:KN846968	yes	11909		2015-02-23 00:00:00	2015-02-10 00:00:00	1
JYCJ01	BCT	PRJNA260746	SAMN03025784	BACILLUS MYCOIDES	107	6496658	no	0		no	0		2015-03-05 00:00:00	2015-03-05 00:00:00	1
JYCK01	BCT	PRJNA260748	SAMN03025785	BACILLUS CEREUS	78	5554878	no	0		no	0		2015-03-05 00:00:00	2015-03-05 00:00:00	1
JYOG01	BCT	PRJNA276055	SAMN03365787	BACILLUS SUBTILIS	226	4180465	yes	0		no	3313		2015-03-16 00:00:00	2015-03-16 00:00:00	1
JYLX01	BCT	PRJNA272863	SAMN03333148	ENTEROBACTER CLOACAE	74	4960370	yes	0		no	4644		2015-03-13 00:00:00	2015-03-13 00:00:00	1
JYLY01	BCT	PRJNA272863	SAMN03333149	ENTEROBACTER CLOACAE	68	4962676	yes	0		no	4654		2015-03-13 00:00:00	2015-03-13 00:00:00	1
JYMC01	BCT	PRJNA272863	SAMN03333153	ENTEROBACTER CLOACAE	104	4947061	yes	0		no	4641		2015-03-13 00:00:00	2015-03-13 00:00:00	1
JYMF01	BCT	PRJNA272863	SAMN03333156	ENTEROBACTER CLOACAE	65	4525676	yes	0		no	4146		2015-03-13 00:00:00	2015-03-13 00:00:00	1
JYHC01	BCT	PRJNA274687	SAMN03328959	PSEUDOMONAS AVELLANAE	455	5901785	no	0		no	0		2015-03-02 00:00:00	2015-03-02 00:00:00	1
JYHF01	BCT	PRJNA274668	SAMN03328984	PSEUDOMONAS SAVASTANOI PV. SAVASTANOI	247	6071765	no	0		no	0		2015-03-02 00:00:00	2015-03-02 00:00:00	1
JYHU01	BCT	PRJNA274894	SAMN03333331	CLOSTRIDIUM ACETICUM	51	4158708	yes	0		no	3466		2015-03-06 00:00:00	2015-03-06 00:00:00	1
JYHX01	BCT	PRJNA218110	SAMN03333429	ESCHERICHIA COLI	371	4954946	yes	0		no	4843		2015-03-02 00:00:00	2015-03-02 00:00:00	1
JZTB01	BCT	PRJNA243331	SAMN03295468	PHOTOBACTERIUM KISHITANII	118	5124627	yes	0		no	4128		2015-03-10 00:00:00	2015-03-10 00:00:00	1
JZTE01	BCT	PRJNA243331	SAMN03295465	PHOTOBACTERIUM KISHITANII	109	5125874	yes	0		no	3980		2015-03-10 00:00:00	2015-03-10 00:00:00	1
JZTZ01	BCT	PRJNA276886	SAMN03381324	VIBRIO CHOLERAE	1091	3871676	yes	0		no	2887		2015-03-16 00:00:00	2015-03-16 00:00:00	1
JWZO01	BCT	PRJNA266657	SAMN03177622	ESCHERICHIA COLI	96	5142274	yes	0		no	5013		2015-01-16 00:00:00	2015-01-16 00:00:00	1
JWZS01	BCT	PRJNA267035	SAMN03177439	STREPTOMYCES SP. RSD-27	2354	7931455	yes	0		no	7447		2015-01-12 00:00:00	2015-01-12 00:00:00	1
JXAT01	BCT	PRJNA271043	SAMN03272507	BACILLUS AMYLOLIQUEFACIENS	21	3873267	no	0		no	0		2015-01-06 00:00:00	2015-01-06 00:00:00	1
JZCD01	BCT	PRJNA271775	SAMN03277102	ACINETOBACTER BAUMANNII	125	3997717	yes	0		no	3771		2015-03-03 00:00:00	2015-03-03 00:00:00	1
JZCP01	BCT	PRJNA271775	SAMN03277095	ACINETOBACTER BAUMANNII	126	4011765	yes	0		no	3786		2015-03-03 00:00:00	2015-03-03 00:00:00	1
JZDT01	PLN	PRJNA217045	SAMN03255771	ASPERGILLUS FLAVUS AF70	924	37027369	yes	0		no	8431		2015-03-13 00:00:00	2015-03-13 00:00:00	1
JZIO01	BCT	PRJNA276501	SAMN03376162	STAPHYLOCOCCUS AUREUS	26	2650629	no	0		no	0		2015-03-10 00:00:00	2015-03-10 00:00:00	1
JZKC01	BCT	PRJNA202044	SAMN02138663	ENTEROBACTER CLOACAE BIDMC 33A	20	5168257	yes	9	KN912610:KN912618	no	4896		2015-03-09 00:00:00	2015-03-09 00:00:00	1
AAJI01	PLN	PRJNA12654	SAMN02953633	HISTOPLASMA CAPSULATUM NAM1	2873	30649313	yes	280	CH476655:CH476725,DS264711:DS264919	yes	9313		2014-08-06 00:00:00	2005-09-19 00:00:00	1
AAES01	BCT	PRJNA10799	SAMN02435830	BACILLUS ANTHRACIS STR. AUSTRALIA 94	49	5504562	no	0		no	0		2013-12-05 00:00:00	2004-06-04 00:00:00	1
AAFC03	MAM	PRJNA12555	SAMN02898106	BOS TAURUS	131728	3247500072	no	6875	CM000177:CM000206,CM001061:CM001061,GL629710:GL629719,JH119571:JH126398,JH376414:JH376419	no	0		2014-06-30 00:00:00	2006-08-11 00:00:00	1
AAFV01	BCT	PRJNA13286	SAMN02469731	STREPTOCOCCUS PYOGENES M49 591	295	1327684	yes	0		no	0		2014-01-08 00:00:00	2004-12-23 00:00:00	1
AAGA01	ENV	PRJNA32359	SAMN02954317	WHALE FALL METAGENOME	26232	28868943	no	0		no	0		2014-08-12 00:00:00	2005-02-23 00:00:00	1
AABM02	BCT	PRJNA321	SAMN02441414	BIFIDOBACTERIUM LONGUM DJO10A	120	2375286	no	0		no	0		2013-12-12 00:00:00	2003-03-26 00:00:00	1
AACP02	PLN	PRJNA1446	SAMN02900459	USTILAGO MAYDIS 521	254	19641656	no	27	CM003140:CM003162,KN848500:KN848503	yes	6783		2015-02-18 00:00:00	2015-02-10 00:00:00	1
AACU03	PLN	PRJNA13840	SAMN02953596	MAGNAPORTHE ORYZAE 70-15	219	40949933	no	0	CM001231:CM001237,JH165175:JH165220	no	0		2014-08-06 00:00:00	2011-09-19 00:00:00	1
AADC01	PRI	PRJNA1431	SAMN02981219	HOMO SAPIENS	169156	2655965727	no	2639	CH003496:CH003519,KE133693:KE136307	no	0		2014-08-11 00:00:00	2004-02-04 00:00:00	1
AADG06	INV	PRJNA10625	SAMN00002455	APIS MELLIFERA	16501	229107307	no	5660	CM000054:CM000069,GL630009:GL635652	no	0		2014-08-04 00:00:00	2010-11-30 00:00:00	1
ACVC01	INV	PRJNA39315	SAMN02953764	GIARDIA LAMBLIA P15	820	11522052	yes	0		no	5007		2014-08-06 00:00:00	2010-10-05 00:00:00	1
ACWW01	BCT	PRJNA40041	SAMN02463804	SUBDOLIGRANULUM SP. 4_3_54A2FAA	103	4205237	yes	10	JH414698:JH414707	no	4105		2014-01-09 00:00:00	2011-12-16 00:00:00	1
ACRN01	BCT	PRJNA38761	SAMN02463758	ACTINOMYCES GRAEVENITZII C83	25	2196917	yes	10	JH470338:JH470347	no	1853		2014-01-09 00:00:00	2011-12-22 00:00:00	1
ACRQ01	BCT	PRJNA38767	SAMN02463760	PARABACTEROIDES SP. 20_3	125	5722201	no	61	GG774969:GG775029	yes	4871		2014-01-09 00:00:00	2010-04-28 00:00:00	1
ACRT01	BCT	PRJNA38773	SAMN02463762	BACTEROIDES SP. 3_1_40A	186	5439708	yes	73	GL635653:GL635725	no	4564		2014-01-09 00:00:00	2011-01-11 00:00:00	1
ACSN01	BCT	PRJNA39221	SAMN02595336	STAPHYLOCOCCUS AUREUS A9765	86	2887954	yes	0		no	2877		2014-02-07 00:00:00	2009-12-30 00:00:00	1
ACQB01	BCT	PRJNA38509	SAMN02463741	ACINETOBACTER BAUMANNII ATCC 19606 = CIP 70.34	100	3934095	no	22	GG704572:GG704593	yes	3766		2014-01-09 00:00:00	2009-09-30 00:00:00	1
ACNL01	BCT	PRJNA29735	SAMN00727641	BACILLUS THURINGIENSIS IBL 4222	383	6574132	yes	1	CM000759:CM000759	no	6658		2013-11-19 00:00:00	2009-04-30 00:00:00	1
ACNQ01	BCT	PRJNA30503	SAMN02403941	YERSINIA PESTIS NEPAL516	23	4629080	yes	0		no	4487		2013-11-18 00:00:00	2009-05-08 00:00:00	1
AAYA01	BCT	PRJNA18971	SAMN02436093	SAGITTULA STELLATA E-37	39	5262893	yes	0		no	5067		2013-12-05 00:00:00	2007-03-07 00:00:00	1
AATQ01	BCT	PRJNA13574	SAMN02436105	PELAGIBACA BERMUDENSIS HTCC2601	103	5425920	yes	6	DS022276:DS022281	no	5452		2013-12-05 00:00:00	2006-09-15 00:00:00	1
AATT01	PLN	PRJNA13653	SAMN02953669	BATRACHOCHYTRIUM DENDROBATIDIS JEL423	351	23577733	no	23	DS022300:DS022322	no	0		2014-08-06 00:00:00	2006-10-20 00:00:00	1
AATU01	PLN	PRJNA17665	SAMN02953670	PHYTOPHTHORA INFESTANS T30-4	18288	190133476	no	4921	DS028118:DS029320,GG688677:GG692394	yes	17797		2014-08-06 00:00:00	2006-11-15 00:00:00	1
AAPP01	INV	PRJNA12651	SAMN02953648	DROSOPHILA ANANASSAE	20550	213918817	no	13749	CH902617:CH916365	yes	15070		2014-08-06 00:00:00	2006-04-11 00:00:00	1
AARG01	BCT	PRJNA17261	SAMN02469324	FUSOBACTERIUM NUCLEATUM SUBSP. POLYMORPHUM ATCC 10953	15	2440232	no	1	CM000440:CM000440	yes	2362		2014-01-08 00:00:00	2006-07-12 00:00:00	1
AAOA02	BCT	PRJNA13585	SAMN02436113	CONGREGIBACTER LITORALIS KT71	6	4350617	yes	1	CM002299:CM002299	no	3933		2013-12-09 00:00:00	2013-12-03 00:00:00	1
AALE02	BCT	PRJNA16106	SAMN00005353	YERSINIA FREDERIKSENII ATCC 33641	161	4885341	yes	0		no	4358		2013-12-30 00:00:00	2009-06-01 00:00:00	1
AAMI01	ENV	PRJNA16209	SAMN02981226	UNCULTURED HUMAN FECAL VIRUS	3329	653659	no	0		no	0		2014-08-11 00:00:00	2006-01-17 00:00:00	1
AAML04	BCT	PRJNA16328	SAMN00627065	PEPTOCLOSTRIDIUM DIFFICILE QCD-32G58	16	4108089	no	1	CM000287:CM000287	no	0		2013-11-19 00:00:00	2007-04-24 00:00:00	1
ABFL02	BCT	PRJNA20687	SAMN02436279	UREAPLASMA UREALYTICUM SEROVAR 2 STR. ATCC 27814	9	870038	yes	0		no	664		2013-12-05 00:00:00	2009-03-19 00:00:00	1
ABGJ02	BCT	PRJNA21003	SAMN02436171	BORRELIA BURGDORFERI 72A	6	905797	yes	0		no	836		2013-12-05 00:00:00	2009-01-22 00:00:00	1
ABDM02	BCT	PRJNA19959	SAMN02436291	BACILLUS CEREUS 03BB108	66	5925780	yes	0		no	5892		2013-12-05 00:00:00	2008-08-12 00:00:00	1
ABDU01	BCT	PRJNA20025	SAMN02436294	CLOSTRIDIUM PERFRINGENS C STR. JGS1495	84	3661329	yes	0		no	3104		2013-12-05 00:00:00	2007-07-11 00:00:00	1
ABEA03	BCT	PRJNA18333	SAMN02256391	DIPLOSPHAERA COLITERMITUM TAV2	225	5671497	no	0		no	0		2013-09-16 00:00:00	2013-04-26 00:00:00	1
AAYG02	BCT	PRJNA18179	SAMN00627102	RUMINOCOCCUS GNAVUS ATCC 29149	43	3501911	yes	0		no	3913		2013-11-08 00:00:00	2007-05-09 00:00:00	1
AAYR01	BCT	PRJNA17691	SAMN02404404	YERSINIA PESTIS BIOVAR ANTIQUA STR. UG05-0454	98	4838246	yes	0		no	4187		2013-11-18 00:00:00	2007-03-26 00:00:00	1
AAYU01	BCT	PRJNA17685	SAMN02404401	YERSINIA PESTIS BIOVAR ANTIQUA STR. B42003004	69	4841690	yes	0		no	4253		2013-11-18 00:00:00	2007-03-26 00:00:00	1
AAZI01	BCT	PRJNA16404	SAMN02393741	HAEMOPHILUS INFLUENZAE PITTII	25	1954291	yes	0		no	2028		2013-11-06 00:00:00	2007-04-13 00:00:00	1
ABAA01	BCT	PRJNA17959	SAMN02393744	STREPTOCOCCUS PNEUMONIAE SP6-BS73	38	2161512	yes	0		no	2507		2013-11-06 00:00:00	2007-05-22 00:00:00	1
ABAR01	PLN	PRJNA19555	SAMN02953685	TALAROMYCES MARNEFFEI ATCC 18224	589	28467480	no	452	DS995899:DS996350	yes	10638		2015-02-24 00:00:00	2007-05-16 00:00:00	1
ABBA01	PRI	PRJNA19621	SAMN02981236	HOMO SAPIENS	255300	3002909713	no	4630	CM000462:CM000485,DS486015:DS490530,DS490531:DS490620	no	0		2014-08-11 00:00:00	2007-05-22 00:00:00	1
ABBW01	BCT	PRJNA19083	SAMN02441781	CANDIDATE DIVISION TM7 SINGLE-CELL ISOLATE TM7B	85	112753	no	0		no	0		2013-12-12 00:00:00	2007-06-08 00:00:00	1
ABCK01	BCT	PRJNA13437	SAMN02436148	LENTISPHAERA ARANEOSA HTCC2155	81	6023180	yes	0		no	5104		2013-12-05 00:00:00	2007-06-19 00:00:00	1
AAXA02	BCT	PRJNA18155	SAMN00000008	DOREA FORMICIGENERANS ATCC 27755	16	3186031	yes	0		no	3277		2013-09-16 00:00:00	2007-10-10 00:00:00	1
AAXU02	BCT	PRJNA18947	SAMN02436092	ALGORIPHAGUS MACHIPONGONENSIS	1	4786724	yes	1	CM001023:CM001023	no	3936		2013-12-05 00:00:00	2010-11-05 00:00:00	1
ABQU01	BCT	PRJNA30075	SAMN02463681	HELICOBACTER PULLORUM MIT 98-5489	131	1919070	no	44	DS990441:DS990484	yes	2008		2014-09-25 00:00:00	2008-08-26 00:00:00	1
ABRX01	BCT	PRJNA29785	SAMN02470256	BACILLUS PUMILUS ATCC 7061	16	3833998	yes	0		no	3900		2014-01-08 00:00:00	2008-07-09 00:00:00	1
ABOU02	BCT	PRJNA20557	SAMN00000022	RUMINOCOCCUS LACTARIS ATCC 29176	62	2729735	yes	47	DS990163:DS990209	no	2750		2013-09-16 00:00:00	2008-08-26 00:00:00	1
ABQF01	VRT	PRJNA17289	SAMN02981239	TAENIOPYGIA GUTTATA	124805	1222847868	yes	14562	CM000515:CM000549,EQ832354:EQ846227,KB441798:KB442450	no	0		2014-08-11 00:00:00	2008-09-03 00:00:00	1
ABNH01	ENV	PRJNA28409	SAMN00000158	FRESHWATER METAGENOME	60319	6094183	no	0		no	0		2014-08-12 00:00:00	2008-04-24 00:00:00	1
ABNW01	ENV	PRJNA28439	SAMN02954259	HUMAN LUNG METAGENOME	39807	3375477	no	0		no	0		2014-08-12 00:00:00	2008-04-24 00:00:00	1
ABNZ01	ENV	PRJNA28445	SAMN02954333	SALTERN METAGENOME	55903	5634391	no	0		no	0		2014-08-12 00:00:00	2008-04-24 00:00:00	1
ABKV01	PRI	PRJNA28335	SAMN00001698	HOMO SAPIENS	169336	41668798	no	0		no	0		2014-08-04 00:00:00	2008-04-17 00:00:00	1
ABLD01	BCT	PRJNA20537	SAMN02441790	BURKHOLDERIA GRAMINIS C4D1M	70	7477263	yes	0		no	6747		2013-12-12 00:00:00	2008-03-17 00:00:00	1
ABLW01	ENV	PRJNA17765	SAMN00000121	MARINE METAGENOME	263908	26807639	no	0		no	0		2015-02-17 00:00:00	2008-04-24 00:00:00	1
ABKE01	INV	PRJNA12644	SAMN02953718	PRISTIONCHUS PACIFICUS	13962	133635077	no	0		no	0		2014-08-06 00:00:00	2009-01-07 00:00:00	1
ABKI02	PLN	PRJNA28733	SAMN02953720	PARACOCCIDIOIDES BRASILIENSIS PB18	556	29468725	no	57	KN275957:KN276013	yes	8390		2014-10-24 00:00:00	2014-10-22 00:00:00	1
ABFJ01	INV	PRJNA19045	SAMN02953695	MONOSIGA BREVICOLLIS MX1	2143	38648938	no	218	CH991543:CH991760	yes	9172		2014-08-06 00:00:00	2007-11-20 00:00:00	1
ACBA01	BCT	PRJNA32961	SAMN02595271	ENTEROCOCCUS FAECIUM 1,231,410	230	2943813	no	69	GG692468:GG692536	yes	2932		2014-02-07 00:00:00	2009-06-15 00:00:00	1
ACBL01	BCT	PRJNA33035	SAMN02595280	BRUCELLA SUIS BV. 3 STR. 686	129	3267342	no	23	DS999727:DS999749	yes	3230		2014-02-07 00:00:00	2009-01-23 00:00:00	1
ABXY01	BCT	PRJNA30749	SAMN00008795	BIFIDOBACTERIUM CATENULATUM DSM 16992 = JCM 1194 = LMG 11043	31	2058429	yes	0		no	1950		2013-11-08 00:00:00	2008-10-23 00:00:00	1
ABYY01	BCT	PRJNA32411	SAMN02595237	FRANCISELLA PHILOMIRAGIA SUBSP. PHILOMIRAGIA ATCC 25015	30	1985978	no	17	DS999308:DS999324	yes	1867		2014-02-07 00:00:00	2008-12-22 00:00:00	1
ABZI01	BCT	PRJNA32791	SAMN02595241	NEISSERIA GONORRHOEAE FA6140	161	2033960	no	55	EQ972690:EQ972744	no	0		2014-02-07 00:00:00	2008-12-15 00:00:00	1
ABVG02	BCT	PRJNA28257	SAMN02441805	RUMINICLOSTRIDIUM THERMOCELLUM JW20	21	3767546	yes	0		no	3076		2013-12-12 00:00:00	2009-12-18 00:00:00	1
ABVV01	BCT	PRJNA28049	SAMN02441803	FLAVOBACTERIA BACTERIUM MS024-2A	17	1905484	yes	0		no	1772		2013-12-12 00:00:00	2009-03-16 00:00:00	1
ABWK02	BCT	PRJNA28653	SAMN00000736	MITSUOKELLA MULTACIDA DSM 20544	31	2574556	yes	6	GG697141:GG697146	no	2558		2013-11-08 00:00:00	2009-07-10 00:00:00	1
ABXF01	BCT	PRJNA19349	SAMN02436180	RHODOBACTERALES BACTERIUM Y4I	63	4326340	no	5	DS995281:DS995285	yes	4133		2013-12-05 00:00:00	2008-09-23 00:00:00	1
ABQP01	BCT	PRJNA30055	SAMN02463676	BIFIDOBACTERIUM BIFIDUM NCIMB 41171	33	2186140	no	9	DS990229:DS990237	yes	1852		2014-01-09 00:00:00	2008-08-26 00:00:00	1
ACNX01	BCT	PRJNA37681	SAMN02436218	SILICIBACTER LACUSCAERULENSIS ITI-1157	47	3515866	no	2	GG704595:GG704596	yes	3611		2013-12-05 00:00:00	2009-05-12 00:00:00	1
ACOQ01	BCT	PRJNA37861	SAMN02391503	PSEUDOMONAS SP. UK4	2971	5759221	yes	0		no	6		2013-11-06 00:00:00	2009-05-19 00:00:00	1
ACMF01	BCT	PRJNA29669	SAMN00110498	BACILLUS CEREUS 95/8201	228	5561255	yes	1	CM000727:CM000727	no	5625		2013-11-19 00:00:00	2009-04-30 00:00:00	1
ACMG01	BCT	PRJNA29673	SAMN00727650	BACILLUS CEREUS ROCK1-3	171	5842754	yes	1	CM000728:CM000728	no	5815		2013-11-19 00:00:00	2009-04-30 00:00:00	1
ACIZ01	BCT	PRJNA31497	SAMN00001479	LACTOBACILLUS RHAMNOSUS LMS2-1	162	3109803	yes	55	GG692960:GG693014	no	3155		2013-09-17 00:00:00	2009-03-16 00:00:00	1
ACJB01	BCT	PRJNA34647	SAMN00002222	STAPHYLOCOCCUS CAPRAE M23864:W1	78	2611504	yes	26	GG696773:GG696798	no	2563		2013-09-17 00:00:00	2009-03-16 00:00:00	1
ACKT01	BCT	PRJNA34641	SAMN00138948	SELENOMONAS NOXIA ATCC 43541	56	2039467	yes	21	GG749278:GG749298	no	2020		2013-09-17 00:00:00	2009-04-20 00:00:00	1
ACHR02	PLN	PRJNA33619	SAMN02953750	CUCUMIS SATIVUS	186	193829320	no	7	CM002922:CM002928	yes	23780		2014-10-27 00:00:00	2014-10-15 00:00:00	1
ACIJ02	BCT	PRJNA33153	SAMN00008849	PREVOTELLA TANNERAE ATCC 51259	34	2582919	yes	6	GG700642:GG700647	no	2811		2013-11-08 00:00:00	2009-09-04 00:00:00	1
ACEQ02	BCT	PRJNA30475	SAMN00008840	NEISSERIA LACTAMICA ATCC 23970	101	2171992	yes	0		no	2716		2013-11-08 00:00:00	2009-09-15 00:00:00	1
ACFE01	BCT	PRJNA30999	SAMN00000717	ATOPOBIUM RIMAE ATCC 49626	9	1626291	yes	0		no	1548		2013-09-20 00:00:00	2009-01-22 00:00:00	1
ACFF01	BCT	PRJNA33767	SAMN02595303	BRUCELLA SP. F5/99	85	3290536	no	18	GG663471:GG663488	yes	3223		2014-02-07 00:00:00	2009-03-31 00:00:00	1
ACFR01	BCT	PRJNA31013	SAMN00000713	STAPHYLOCOCCUS CAPITIS SK14	32	2435835	yes	0		no	2230		2013-09-20 00:00:00	2009-02-03 00:00:00	1
ACGT01	BCT	PRJNA31503	SAMN00001483	LACTOBACILLUS SALIVARIUS DSM 20555 = ATCC 11741	54	1995868	yes	32	GG693221:GG693252	no	1976		2013-09-17 00:00:00	2009-02-19 00:00:00	1
ACCJ01	BCT	PRJNA29263	SAMN00008804	[CLOSTRIDIUM ASPARAGIFORME] DSM 15981	640	6224391	yes	92	GG657586:GG657677	no	6818		2013-11-08 00:00:00	2009-02-23 00:00:00	1
ACAV01	BCT	PRJNA32951	SAMN02595266	ENTEROCOCCUS FAECALIS CH188	120	3158913	no	27	GG688650:GG688676	yes	3067		2014-02-07 00:00:00	2009-05-20 00:00:00	1
ADEZ01	BCT	PRJNA41855	SAMN02472076	BRUCELLA INOPINATA BO1	55	3366774	yes	0		no	2982		2014-01-08 00:00:00	2010-09-03 00:00:00	1
ADCY02	BCT	PRJNA41981	SAMN02463833	SIMONSIELLA MUELLERI ATCC 29453	82	2343541	yes	29	JH815300:JH815328	no	2275		2014-01-09 00:00:00	2012-09-11 00:00:00	1
ADDC01	BCT	PRJNA41469	SAMN02404405	YERSINIA PESTIS KIM D27	9	4681648	yes	0		no	4639		2013-11-18 00:00:00	2009-12-08 00:00:00	1
ADDO01	BCT	PRJNA34107	SAMN00008345	PEPTONIPHILUS LACRIMALIS 315-B	71	1699205	yes	0		no	1589		2013-09-20 00:00:00	2009-12-15 00:00:00	1
ADEE02	BCT	PRJNA32475	SAMN02463708	FUSOBACTERIUM NUCLEATUM SUBSP. ANIMALIS 21_1A	2	2153807	yes	1	CM002368:CM002368	no	2013		2014-01-17 00:00:00	2013-11-26 00:00:00	1
ADBG01	BCT	PRJNA32459	SAMN02463701	CLOSTRIDIUM SP. D5	171	5374525	no	47	GL870809:GL870855	yes	4498		2014-01-09 00:00:00	2011-02-23 00:00:00	1
ACYU01	BCT	PRJNA40241	SAMN02470247	VIBRIO MIMICUS VM603	195	4350709	yes	0		no	3763		2014-01-08 00:00:00	2009-09-15 00:00:00	1
ACXH01	BCT	PRJNA39915	SAMN02595359	ESCHERICHIA COLI FVEC1302	149	5291786	no	50	GG774899:GG774948	yes	4957		2014-02-07 00:00:00	2010-03-16 00:00:00	1
